transaction_id,product_name,product_category,quantity_sold,unit_price,date_of_transaction,total_amount,inventory_stock
TXN-01845,Softdrink 1.5L,Food & Snacks,2,63.95,2023-07-19,127.9,219
TXN-02741,Coffee Sachet (10S),Grocery,7,66.24,2023-07-19,463.68,115
TXN-04735,Peanuts 100G,Food & Snacks,4,27.57,2023-07-19,110.28,181
TXN-05849,Chocolate Bar,Food & Snacks,9,29.71,2023-07-19,267.39,70
TXN-02734,Alcohol 70% 500Ml,Personal Care,4,94.91,2023-07-20,379.64,362
TXN-06417,Bluetooth Speaker,Electronics,1,1536.48,2023-07-20,1536.48,205
TXN-01035,Digital Alarm Clock,Electronics,1,299.74,2023-07-20,299.74,421
TXN-05885,Scotch Tape,School & Office Supplies,5,24.72,2023-07-20,123.6,70
TXN-05718,Folder (Long),School & Office Supplies,2,18.63,2023-07-20,37.26,92
TXN-02500,Instant Noodles (Pack),Grocery,3,15.31,2023-07-21,45.93,397
TXN-03962,Sponge Scrub (2S),Household Supplies,2,34.0,2023-07-21,68.0,223
TXN-05874,Facial Wash 50Ml,Personal Care,1,125.42,2023-07-21,125.42,226
TXN-05699,Folder (Long),School & Office Supplies,7,17.19,2023-07-21,120.33,94
TXN-06026,Bread Loaf,Food & Snacks,9,63.01,2023-07-22,567.09,408
TXN-03192,Bread Loaf,Food & Snacks,6,65.83,2023-07-22,394.98,333
TXN-01258,Bottled Water 1.5L,Grocery,7,24.55,2023-07-22,171.85,109
TXN-01425,"Bond Paper (Short, 10S)",School & Office Supplies,6,31.22,2023-07-22,187.32,414
TXN-03699,Coffee Sachet (10S),Grocery,4,64.92,2023-07-23,259.68,291
TXN-03298,Soy Sauce 350Ml,Grocery,8,33.4,2023-07-23,267.2,339
TXN-06276,Juice Drink 250Ml,Food & Snacks,6,18.0,2023-07-23,108.0,173
TXN-05848,Stapler,School & Office Supplies,4,196.07,2023-07-23,784.28,40
TXN-01304,Cotton Balls,Personal Care,1,35.54,2023-07-23,35.54,174
TXN-03972,Potato Chips 60G,Food & Snacks,8,36.68,2023-07-23,293.44,482
TXN-02439,"Bond Paper (Short, 10S)",School & Office Supplies,3,30.68,2023-07-23,92.04,343
TXN-03370,Air Freshener Spray,Household Supplies,1,123.9,2023-07-24,123.9,112
TXN-03938,Highlighter,School & Office Supplies,6,46.65,2023-07-24,279.9,51
TXN-04676,Instant Noodles (Pack),Grocery,3,14.37,2023-07-24,43.11,42
TXN-03130,Shampoo Sachet,Personal Care,3,8.31,2023-07-24,24.93,78
TXN-01557,Staple Wire,School & Office Supplies,2,36.29,2023-07-25,72.58,331
TXN-05059,Bread Loaf,Food & Snacks,9,64.35,2023-07-25,579.15,94
TXN-03347,Phone Case,Electronics,2,198.5,2023-07-25,397.0,335
TXN-03385,White Rice 2Kg,Grocery,4,117.09,2023-07-25,468.36,58
TXN-02715,Biscuit Pack,Food & Snacks,9,24.63,2023-07-25,221.67,318
TXN-06334,Led Desk Lamp,Electronics,2,572.9,2023-07-26,1145.8,406
TXN-04328,Soy Sauce 350Ml,Grocery,6,35.15,2023-07-26,210.9,196
TXN-01636,Sugar 1Kg,Grocery,3,77.55,2023-07-26,232.65,149
TXN-04978,Bottled Water 1.5L,Grocery,4,24.47,2023-07-26,97.88,214
TXN-02189,Notebook 80 Leaves,School & Office Supplies,1,55.53,2023-07-26,55.53,421
TXN-02250,Scotch Tape,School & Office Supplies,6,24.92,2023-07-26,149.52,298
TXN-04986,Canned Sardines,Grocery,8,28.73,2023-07-26,229.84,185
TXN-02236,Vinegar 350Ml,Grocery,9,28.79,2023-07-27,259.11,259
TXN-05020,Facial Wash 50Ml,Personal Care,2,123.92,2023-07-27,247.84,273
TXN-04368,Toothpaste 75G,Personal Care,1,62.44,2023-07-27,62.44,177
TXN-03647,Highlighter,School & Office Supplies,1,46.84,2023-07-27,46.84,71
TXN-05968,Extension Cord,Electronics,2,355.91,2023-07-27,711.82,103
TXN-03925,Energy Drink 250Ml,Food & Snacks,2,47.18,2023-07-27,94.36,224
TXN-05715,Mosquito Coil (10S),Household Supplies,1,53.2,2023-07-27,53.2,396
TXN-02534,Chocolate Bar,Food & Snacks,3,29.14,2023-07-28,87.42,212
TXN-06016,Bottled Water 1.5L,Grocery,3,23.88,2023-07-28,71.64,59
TXN-01250,Peanuts 100G,Food & Snacks,3,26.78,2023-07-28,80.34,271
TXN-04884,Cooking Oil 1L,Grocery,3,85.69,2023-07-28,257.07,87
TXN-03288,Chocolate Bar,Food & Snacks,6,29.45,2023-07-28,176.7,127
TXN-02585,Pencil,School & Office Supplies,1,10.32,2023-07-28,10.32,255
TXN-01158,Sponge Scrub (2S),Household Supplies,1,36.58,2023-07-28,36.58,297
TXN-03577,Extension Cord,Electronics,1,338.93,2023-07-28,338.93,135
TXN-06006,Digital Alarm Clock,Electronics,2,309.99,2023-07-29,619.98,342
TXN-03656,Laundry Detergent 500G,Household Supplies,1,82.51,2023-07-29,82.51,145
TXN-04620,Instant Noodles (Pack),Grocery,8,15.13,2023-07-29,121.04,48
TXN-05075,Cooking Oil 1L,Grocery,7,88.3,2023-07-30,618.1,66
TXN-03294,Usb Charging Cable,Electronics,2,150.64,2023-07-30,301.28,439
TXN-02961,Instant Noodles (Pack),Grocery,4,15.34,2023-07-30,61.36,324
TXN-03933,Ballpen (Black),School & Office Supplies,5,12.11,2023-07-30,60.55,321
TXN-02489,Led Desk Lamp,Electronics,1,530.13,2023-07-31,530.13,462
TXN-05107,Screen Protector,Electronics,1,98.4,2023-07-31,98.4,194
TXN-04731,Cotton Balls,Personal Care,1,36.55,2023-07-31,36.55,50
TXN-06369,Cooking Oil 1L,Grocery,1,90.03,2023-07-31,90.03,180
TXN-05410,Potato Chips 60G,Food & Snacks,9,33.57,2023-07-31,302.13,293
TXN-05306,Instant Noodles (Pack),Grocery,8,15.41,2023-08-01,123.28,350
TXN-06148,Lotion 200Ml,Personal Care,4,148.03,2023-08-01,592.12,361
TXN-04732,White Rice 2Kg,Grocery,6,120.3,2023-08-01,721.8,304
TXN-03531,Staple Wire,School & Office Supplies,7,36.42,2023-08-01,254.94,227
TXN-04298,Power Bank 10000Mah,Electronics,3,860.46,2023-08-01,2581.38,183
TXN-01976,Phone Case,Electronics,3,205.23,2023-08-02,615.69,365
TXN-03418,Stapler,School & Office Supplies,1,207.3,2023-08-02,207.3,197
TXN-01125,Staple Wire,School & Office Supplies,6,33.32,2023-08-03,199.92,352
TXN-05778,Bath Soap,Personal Care,5,44.02,2023-08-03,220.1,61
TXN-05984,Deodorant Roll-On,Personal Care,5,86.8,2023-08-03,434.0,37
TXN-03623,Sugar 1Kg,Grocery,7,71.54,2023-08-03,500.78,205
TXN-04035,Sanitary Napkin (8S),Personal Care,5,80.89,2023-08-03,404.45,280
TXN-06303,Cooking Oil 1L,Grocery,8,93.14,2023-08-04,745.12,189
TXN-06401,Mosquito Coil (10S),Household Supplies,4,53.9,2023-08-04,215.6,377
TXN-05215,Evaporated Milk,Grocery,2,43.55,2023-08-04,87.1,132
TXN-01452,Cooking Oil 1L,Grocery,5,85.11,2023-08-04,425.55,268
TXN-04504,Sugar 1Kg,Grocery,6,75.94,2023-08-04,455.64,24
TXN-01567,Peanuts 100G,Food & Snacks,12,27.75,2023-08-04,333.0,209
TXN-06084,Lollipop Candy,Food & Snacks,4,5.01,2023-08-05,20.04,271
TXN-03301,Coffee Sachet (10S),Grocery,5,61.83,2023-08-05,309.15,15
TXN-05757,Laundry Detergent 500G,Household Supplies,1,89.2,2023-08-05,89.2,91
TXN-06366,Stapler,School & Office Supplies,2,189.18,2023-08-05,378.36,17
TXN-04206,Chocolate Bar,Food & Snacks,11,30.42,2023-08-06,334.62,7
TXN-05654,Vinegar 350Ml,Grocery,9,30.28,2023-08-06,272.52,47
TXN-02162,White Rice 2Kg,Grocery,5,118.72,2023-08-06,593.6,248
TXN-05470,Juice Drink 250Ml,Food & Snacks,2,17.5,2023-08-06,35.0,55
TXN-04254,Bread Loaf,Food & Snacks,5,64.35,2023-08-07,321.75,183
TXN-06261,Toothpaste 75G,Personal Care,1,67.95,2023-08-07,67.95,85
TXN-01687,Eraser,School & Office Supplies,6,15.54,2023-08-07,93.24,180
TXN-05847,Lollipop Candy,Food & Snacks,12,5.09,2023-08-07,61.08,295
TXN-02541,Coffee Sachet (10S),Grocery,11,66.97,2023-08-07,736.67,159
TXN-05000,Staple Wire,School & Office Supplies,8,36.43,2023-08-07,291.44,144
TXN-02769,Bottled Water 1.5L,Grocery,7,24.76,2023-08-07,173.32,154
TXN-05158,Sponge Scrub (2S),Household Supplies,4,36.14,2023-08-07,144.56,195
TXN-05286,Shampoo Sachet,Personal Care,1,8.05,2023-08-08,8.05,14
TXN-04804,Notebook 80 Leaves,School & Office Supplies,8,55.81,2023-08-08,446.48,290
TXN-03465,Lotion 200Ml,Personal Care,4,153.57,2023-08-08,614.28,96
TXN-02405,Peanuts 100G,Food & Snacks,2,26.86,2023-08-08,53.72,95
TXN-04148,Sanitary Napkin (8S),Personal Care,1,76.91,2023-08-08,76.91,276
TXN-01676,Stapler,School & Office Supplies,5,195.16,2023-08-08,975.8,289
TXN-02072,Shampoo Sachet,Personal Care,2,7.7,2023-08-08,15.4,107
TXN-03673,Lollipop Candy,Food & Snacks,3,4.8,2023-08-08,14.4,85
TXN-02117,Fabric Conditioner 500Ml,Household Supplies,3,95.94,2023-08-09,287.82,293
TXN-06288,Bread Loaf,Food & Snacks,13,64.89,2023-08-09,843.57,350
TXN-01605,Sanitary Napkin (8S),Personal Care,3,80.45,2023-08-09,241.35,382
TXN-02394,Cooking Oil 1L,Grocery,11,86.69,2023-08-09,953.59,120
TXN-05279,Instant Noodles (Pack),Grocery,7,15.19,2023-08-09,106.33,358
TXN-05200,Evaporated Milk,Grocery,9,41.71,2023-08-09,375.39,134
TXN-01537,Instant Noodles (Pack),Grocery,7,15.61,2023-08-09,109.27,60
TXN-06283,Phone Case,Electronics,2,195.75,2023-08-10,391.5,299
TXN-03378,Softdrink 1.5L,Food & Snacks,12,66.57,2023-08-10,798.84,182
TXN-02378,"Bond Paper (Short, 10S)",School & Office Supplies,1,31.27,2023-08-10,31.27,355
TXN-03154,Highlighter,School & Office Supplies,1,42.94,2023-08-10,42.94,91
TXN-01419,Folder (Long),School & Office Supplies,4,17.37,2023-08-10,69.48,342
TXN-06328,Eraser,School & Office Supplies,4,14.94,2023-08-11,59.76,443
TXN-04084,Energy Drink 250Ml,Food & Snacks,2,46.88,2023-08-11,93.76,205
TXN-06469,Cooking Oil 1L,Grocery,8,86.18,2023-08-11,689.44,145
TXN-05508,Softdrink 1.5L,Food & Snacks,8,63.85,2023-08-11,510.8,123
TXN-02023,Deodorant Roll-On,Personal Care,4,89.22,2023-08-11,356.88,211
TXN-04861,Stapler,School & Office Supplies,6,198.8,2023-08-11,1192.8,89
TXN-02843,Phone Case,Electronics,2,200.35,2023-08-11,400.7,352
TXN-02387,Scotch Tape,School & Office Supplies,6,24.65,2023-08-11,147.9,288
TXN-03663,Highlighter,School & Office Supplies,2,44.25,2023-08-12,88.5,69
TXN-05825,Coffee Sachet (10S),Grocery,6,64.26,2023-08-12,385.56,163
TXN-04729,Bread Loaf,Food & Snacks,9,65.7,2023-08-12,591.3,116
TXN-06236,Lollipop Candy,Food & Snacks,5,5.2,2023-08-12,26.0,239
TXN-02383,Sugar 1Kg,Grocery,2,72.94,2023-08-12,145.88,63
TXN-06080,Bread Loaf,Food & Snacks,2,64.65,2023-08-12,129.3,406
TXN-03650,Scotch Tape,School & Office Supplies,7,24.82,2023-08-12,173.74,217
TXN-04030,Digital Alarm Clock,Electronics,1,296.28,2023-08-12,296.28,380
TXN-04447,Stapler,School & Office Supplies,8,201.18,2023-08-12,1609.44,125
TXN-03453,Notebook 80 Leaves,School & Office Supplies,6,52.61,2023-08-13,315.66,346
TXN-03291,Canned Sardines,Grocery,8,29.86,2023-08-13,238.88,14
TXN-03551,Staple Wire,School & Office Supplies,3,35.49,2023-08-13,106.47,224
TXN-06146,Peanuts 100G,Food & Snacks,3,26.96,2023-08-13,80.88,41
TXN-04236,Facial Wash 50Ml,Personal Care,4,121.88,2023-08-13,487.52,307
TXN-01106,Softdrink 1.5L,Food & Snacks,9,68.23,2023-08-13,614.07,319
TXN-01218,Bluetooth Speaker,Electronics,2,1539.22,2023-08-14,3078.44,295
TXN-02677,Mosquito Coil (10S),Household Supplies,4,53.35,2023-08-14,213.4,457
TXN-06186,Stapler,School & Office Supplies,4,203.86,2023-08-14,815.44,20
TXN-06500,Bread Loaf,Food & Snacks,13,67.38,2023-08-15,875.94,329
TXN-02994,Lotion 200Ml,Personal Care,2,149.8,2023-08-15,299.6,117
TXN-04725,Vinegar 350Ml,Grocery,11,31.0,2023-08-15,341.0,256
TXN-02642,Floor Mop,Household Supplies,1,251.83,2023-08-16,251.83,231
TXN-04924,Ice Cream Cup,Food & Snacks,5,36.47,2023-08-16,182.35,275
TXN-01777,Cotton Balls,Personal Care,2,34.8,2023-08-16,69.6,155
TXN-06304,Biscuit Pack,Food & Snacks,9,24.66,2023-08-16,221.94,162
TXN-02109,Staple Wire,School & Office Supplies,3,34.01,2023-08-17,102.03,290
TXN-01384,Canned Sardines,Grocery,4,28.2,2023-08-17,112.8,295
TXN-03818,"Bond Paper (Short, 10S)",School & Office Supplies,1,29.04,2023-08-17,29.04,250
TXN-03967,Evaporated Milk,Grocery,4,43.16,2023-08-17,172.64,54
TXN-06455,Soy Sauce 350Ml,Grocery,11,36.17,2023-08-17,397.87,382
TXN-03987,Energy Drink 250Ml,Food & Snacks,6,46.73,2023-08-18,280.38,218
TXN-04603,Coffee Sachet (10S),Grocery,6,63.56,2023-08-18,381.36,127
TXN-02686,Coffee Sachet (10S),Grocery,11,67.15,2023-08-18,738.65,122
TXN-06337,Instant Noodles (Pack),Grocery,6,14.53,2023-08-18,87.18,196
TXN-02824,Facial Wash 50Ml,Personal Care,1,116.9,2023-08-18,116.9,369
TXN-04423,Toothbrush,Personal Care,4,53.84,2023-08-18,215.36,76
TXN-03400,Biscuit Pack,Food & Snacks,13,25.43,2023-08-18,330.59,195
TXN-06167,Cooking Oil 1L,Grocery,11,90.79,2023-08-19,998.69,219
TXN-01526,Lollipop Candy,Food & Snacks,2,5.0,2023-08-20,10.0,409
TXN-02213,Cooking Oil 1L,Grocery,2,86.46,2023-08-21,172.92,173
TXN-04305,Ice Cream Cup,Food & Snacks,13,36.61,2023-08-21,475.93,348
TXN-04403,Folder (Long),School & Office Supplies,8,18.6,2023-08-21,148.8,172
TXN-04066,Eraser,School & Office Supplies,3,15.16,2023-08-21,45.48,64
TXN-03042,Floor Mop,Household Supplies,2,239.3,2023-08-21,478.6,223
TXN-03302,Evaporated Milk,Grocery,7,41.82,2023-08-21,292.74,168
TXN-05744,Coffee Sachet (10S),Grocery,3,66.54,2023-08-21,199.62,183
TXN-05897,Lollipop Candy,Food & Snacks,5,5.11,2023-08-22,25.55,290
TXN-04463,Laundry Detergent 500G,Household Supplies,3,88.54,2023-08-22,265.62,132
TXN-02528,Bath Soap,Personal Care,5,44.31,2023-08-23,221.55,196
TXN-02237,Cotton Balls,Personal Care,1,34.62,2023-08-23,34.62,142
TXN-05927,Coffee Sachet (10S),Grocery,3,65.39,2023-08-23,196.17,128
TXN-04950,Bread Loaf,Food & Snacks,4,62.52,2023-08-23,250.08,105
TXN-02366,Led Desk Lamp,Electronics,1,565.39,2023-08-23,565.39,467
TXN-05542,Lotion 200Ml,Personal Care,1,154.05,2023-08-24,154.05,400
TXN-02160,Sponge Scrub (2S),Household Supplies,3,34.88,2023-08-24,104.64,272
TXN-01208,"Bond Paper (Short, 10S)",School & Office Supplies,5,28.72,2023-08-24,143.6,432
TXN-05525,Extension Cord,Electronics,1,363.39,2023-08-24,363.39,105
TXN-02569,Cotton Balls,Personal Care,1,35.75,2023-08-25,35.75,124
TXN-04904,Highlighter,School & Office Supplies,8,45.8,2023-08-25,366.4,3
TXN-05183,Scotch Tape,School & Office Supplies,7,25.23,2023-08-25,176.61,104
TXN-01493,Coffee Sachet (10S),Grocery,7,67.69,2023-08-25,473.83,370
TXN-01765,Soy Sauce 350Ml,Grocery,7,35.42,2023-08-26,247.94,209
TXN-01941,Biscuit Pack,Food & Snacks,3,25.12,2023-08-26,75.36,8
TXN-05670,Laundry Detergent 500G,Household Supplies,2,84.09,2023-08-27,168.18,96
TXN-04590,Energy Drink 250Ml,Food & Snacks,11,44.48,2023-08-27,489.28,102
TXN-02561,Energy Drink 250Ml,Food & Snacks,4,46.95,2023-08-27,187.8,39
TXN-06184,Scotch Tape,School & Office Supplies,4,24.75,2023-08-28,99.0,66
TXN-01064,White Rice 2Kg,Grocery,11,125.18,2023-08-28,1376.98,425
TXN-03153,Sugar 1Kg,Grocery,7,71.28,2023-08-28,498.96,324
TXN-02777,Coffee Sachet (10S),Grocery,11,65.45,2023-08-29,719.95,104
TXN-04240,Dishwashing Liquid 500Ml,Household Supplies,2,78.29,2023-08-29,156.58,275
TXN-04523,Facial Wash 50Ml,Personal Care,5,118.28,2023-08-29,591.4,283
TXN-01622,Candle (6S),Household Supplies,3,46.31,2023-08-29,138.93,414
TXN-04466,White Rice 2Kg,Grocery,5,123.19,2023-08-29,615.95,341
TXN-01566,Bath Soap,Personal Care,4,45.44,2023-08-29,181.76,230
TXN-01670,Canned Sardines,Grocery,3,29.89,2023-08-29,89.67,271
TXN-02452,Juice Drink 250Ml,Food & Snacks,13,17.38,2023-08-29,225.94,254
TXN-02098,Vinegar 350Ml,Grocery,8,31.49,2023-08-30,251.92,291
TXN-05288,Broom (Walis Tingting),Household Supplies,3,65.37,2023-08-30,196.11,334
TXN-05376,Notebook 80 Leaves,School & Office Supplies,3,54.77,2023-08-30,164.31,232
TXN-04012,Chocolate Bar,Food & Snacks,9,29.68,2023-08-30,267.12,39
TXN-04347,Candle (6S),Household Supplies,2,45.27,2023-08-30,90.54,363
TXN-01269,Power Bank 10000Mah,Electronics,1,927.9,2023-08-30,927.9,240
TXN-06326,Eraser,School & Office Supplies,2,15.36,2023-08-30,30.72,447
TXN-06405,Peanuts 100G,Food & Snacks,12,27.08,2023-08-30,324.96,25
TXN-03149,Facial Wash 50Ml,Personal Care,3,125.15,2023-08-31,375.45,349
TXN-03087,Instant Noodles (Pack),Grocery,6,15.4,2023-08-31,92.4,303
TXN-02914,Energy Drink 250Ml,Food & Snacks,4,46.28,2023-08-31,185.12,360
TXN-04645,Lollipop Candy,Food & Snacks,5,5.08,2023-08-31,25.4,424
TXN-01742,Energy Drink 250Ml,Food & Snacks,9,43.44,2023-08-31,390.96,172
TXN-04695,White Rice 2Kg,Grocery,2,123.77,2023-08-31,247.54,310
TXN-01736,Screen Protector,Electronics,2,101.81,2023-09-01,203.62,253
TXN-06158,Stapler,School & Office Supplies,2,204.24,2023-09-01,408.48,24
TXN-04251,Soy Sauce 350Ml,Grocery,3,35.76,2023-09-01,107.28,210
TXN-01877,Instant Noodles (Pack),Grocery,6,14.27,2023-09-01,85.62,489
TXN-04629,Juice Drink 250Ml,Food & Snacks,5,18.58,2023-09-01,92.9,137
TXN-04707,"Bond Paper (Short, 10S)",School & Office Supplies,1,29.89,2023-09-02,29.89,212
TXN-01334,Candle (6S),Household Supplies,2,44.58,2023-09-02,89.16,429
TXN-02718,Lotion 200Ml,Personal Care,5,151.21,2023-09-02,756.05,126
TXN-04428,Vinegar 350Ml,Grocery,3,30.05,2023-09-03,90.15,329
TXN-03816,Facial Wash 50Ml,Personal Care,5,121.49,2023-09-03,607.45,318
TXN-02820,Facial Wash 50Ml,Personal Care,4,120.64,2023-09-03,482.56,371
TXN-05853,Toothbrush,Personal Care,2,57.55,2023-09-03,115.1,4
TXN-06459,Toothpaste 75G,Personal Care,1,63.68,2023-09-03,63.68,76
TXN-01045,Stapler,School & Office Supplies,7,196.23,2023-09-03,1373.61,334
TXN-02234,Lollipop Candy,Food & Snacks,6,5.17,2023-09-03,31.02,270
TXN-03408,Instant Noodles (Pack),Grocery,3,15.69,2023-09-04,47.07,278
TXN-05328,Lotion 200Ml,Personal Care,5,148.43,2023-09-04,742.15,410
TXN-02039,Bottled Water 1.5L,Grocery,7,25.78,2023-09-04,180.46,5
TXN-04386,Candle (6S),Household Supplies,4,47.17,2023-09-04,188.68,359
TXN-03554,Mosquito Coil (10S),Household Supplies,2,54.75,2023-09-04,109.5,448
TXN-02362,Cooking Oil 1L,Grocery,6,91.85,2023-09-04,551.1,131
TXN-05629,Canned Sardines,Grocery,7,28.49,2023-09-04,199.43,104
TXN-04357,Bread Loaf,Food & Snacks,11,65.61,2023-09-05,721.71,157
TXN-05537,Eraser,School & Office Supplies,5,15.03,2023-09-05,75.15,461
TXN-05095,Wireless Earbuds,Electronics,1,1255.19,2023-09-05,1255.19,230
TXN-03050,Ice Cream Cup,Food & Snacks,3,36.62,2023-09-05,109.86,165
TXN-04286,Ice Cream Cup,Food & Snacks,12,35.07,2023-09-05,420.84,361
TXN-04677,Stapler,School & Office Supplies,1,205.55,2023-09-05,205.55,97
TXN-02971,Biscuit Pack,Food & Snacks,10,24.61,2023-09-05,246.1,279
TXN-05036,Staple Wire,School & Office Supplies,4,34.42,2023-09-05,137.68,140
TXN-02282,Eraser,School & Office Supplies,5,15.45,2023-09-06,77.25,161
TXN-05804,Toothbrush,Personal Care,2,54.12,2023-09-06,108.24,6
TXN-01098,Phone Case,Electronics,3,205.28,2023-09-06,615.84,383
TXN-04852,Vinegar 350Ml,Grocery,3,29.69,2023-09-06,89.07,242
TXN-05883,Bath Soap,Personal Care,4,45.83,2023-09-06,183.32,55
TXN-05615,Staple Wire,School & Office Supplies,5,36.29,2023-09-07,181.45,116
TXN-04143,Coffee Sachet (10S),Grocery,8,62.48,2023-09-07,499.84,192
TXN-03572,Evaporated Milk,Grocery,10,43.71,2023-09-07,437.1,126
TXN-02351,Facial Wash 50Ml,Personal Care,4,123.25,2023-09-07,493.0,390
TXN-03222,Bottled Water 1.5L,Grocery,7,24.15,2023-09-07,169.05,107
TXN-04507,Chocolate Bar,Food & Snacks,3,30.41,2023-09-07,91.23,264
TXN-02621,Led Desk Lamp,Electronics,3,556.21,2023-09-07,1668.63,457
TXN-06140,Energy Drink 250Ml,Food & Snacks,12,44.37,2023-09-08,532.44,304
TXN-04144,Bluetooth Speaker,Electronics,2,1529.82,2023-09-09,3059.64,246
TXN-06492,Cooking Oil 1L,Grocery,10,90.7,2023-09-09,907.0,135
TXN-06172,Vinegar 350Ml,Grocery,4,30.72,2023-09-09,122.88,251
TXN-03177,Cooking Oil 1L,Grocery,7,88.91,2023-09-09,622.37,21
TXN-06225,Lotion 200Ml,Personal Care,1,148.37,2023-09-10,148.37,360
TXN-03246,Softdrink 1.5L,Food & Snacks,11,68.16,2023-09-10,749.76,10
TXN-03236,Toothpaste 75G,Personal Care,3,62.43,2023-09-10,187.29,211
TXN-01638,Fabric Conditioner 500Ml,Household Supplies,4,97.84,2023-09-10,391.36,310
TXN-05247,Stapler,School & Office Supplies,7,205.69,2023-09-10,1439.83,61
TXN-02590,Ballpen (Black),School & Office Supplies,1,12.13,2023-09-10,12.13,393
TXN-01236,Canned Sardines,Grocery,9,28.38,2023-09-10,255.42,315
TXN-04990,Lotion 200Ml,Personal Care,4,149.28,2023-09-11,597.12,4
TXN-03819,Lollipop Candy,Food & Snacks,4,5.19,2023-09-11,20.76,55
TXN-02563,Evaporated Milk,Grocery,10,41.64,2023-09-11,416.4,40
TXN-02844,Led Desk Lamp,Electronics,1,546.55,2023-09-12,546.55,452
TXN-02742,Deodorant Roll-On,Personal Care,1,86.64,2023-09-12,86.64,179
TXN-01184,Bath Soap,Personal Care,3,45.12,2023-09-12,135.36,254
TXN-03821,Soy Sauce 350Ml,Grocery,8,36.52,2023-09-12,292.16,268
TXN-06317,Wireless Earbuds,Electronics,2,1274.6,2023-09-12,2549.2,218
TXN-01673,Soy Sauce 350Ml,Grocery,3,35.24,2023-09-13,105.72,228
TXN-05062,Bottled Water 1.5L,Grocery,7,25.25,2023-09-13,176.75,197
TXN-01388,Cooking Oil 1L,Grocery,5,87.38,2023-09-13,436.9,276
TXN-06273,Deodorant Roll-On,Personal Care,1,88.81,2023-09-13,88.81,26
TXN-04109,Peanuts 100G,Food & Snacks,11,27.83,2023-09-13,306.13,233
TXN-06054,Floor Mop,Household Supplies,2,254.85,2023-09-14,509.7,148
TXN-03162,Bath Soap,Personal Care,4,46.95,2023-09-14,187.8,168
TXN-04330,Potato Chips 60G,Food & Snacks,3,33.69,2023-09-14,101.07,439
TXN-02668,Potato Chips 60G,Food & Snacks,5,34.71,2023-09-14,173.55,131
TXN-05089,Ice Cream Cup,Food & Snacks,2,33.65,2023-09-14,67.3,266
TXN-05063,Broom (Walis Tingting),Household Supplies,1,66.48,2023-09-14,66.48,342
TXN-04487,Chocolate Bar,Food & Snacks,6,30.88,2023-09-14,185.28,269
TXN-04362,White Rice 2Kg,Grocery,4,118.34,2023-09-15,473.36,352
TXN-02995,Dishwashing Liquid 500Ml,Household Supplies,3,77.61,2023-09-15,232.83,306
TXN-02174,Toothbrush,Personal Care,5,56.09,2023-09-15,280.45,199
TXN-01683,Notebook 80 Leaves,School & Office Supplies,4,53.16,2023-09-15,212.64,426
TXN-02229,Energy Drink 250Ml,Food & Snacks,10,42.9,2023-09-15,429.0,97
TXN-05802,Biscuit Pack,Food & Snacks,5,25.26,2023-09-15,126.3,221
TXN-01257,Wireless Earbuds,Electronics,1,1272.55,2023-09-16,1272.55,276
TXN-01003,Deodorant Roll-On,Personal Care,1,87.55,2023-09-16,87.55,257
TXN-02148,Potato Chips 60G,Food & Snacks,2,35.01,2023-09-16,70.02,194
TXN-01099,Juice Drink 250Ml,Food & Snacks,5,17.77,2023-09-16,88.85,459
TXN-04863,Notebook 80 Leaves,School & Office Supplies,5,57.66,2023-09-16,288.3,279
TXN-02768,Vinegar 350Ml,Grocery,4,30.96,2023-09-16,123.84,167
TXN-01305,Instant Noodles (Pack),Grocery,7,14.85,2023-09-17,103.95,122
TXN-06432,Bath Soap,Personal Care,4,46.61,2023-09-17,186.44,16
TXN-03006,Trash Bag (10S),Household Supplies,3,57.7,2023-09-17,173.1,337
TXN-04765,Bottled Water 1.5L,Grocery,8,25.12,2023-09-17,200.96,278
TXN-06377,Cooking Oil 1L,Grocery,3,93.21,2023-09-18,279.63,177
TXN-05692,Potato Chips 60G,Food & Snacks,7,35.06,2023-09-18,245.42,260
TXN-05713,Energy Drink 250Ml,Food & Snacks,8,46.88,2023-09-18,375.04,372
TXN-01906,Sanitary Napkin (8S),Personal Care,5,76.26,2023-09-18,381.3,372
TXN-03473,White Rice 2Kg,Grocery,2,115.71,2023-09-18,231.42,40
TXN-04962,Canned Sardines,Grocery,2,28.9,2023-09-18,57.8,193
TXN-03285,Screen Protector,Electronics,1,101.49,2023-09-18,101.49,212
TXN-04073,Folder (Long),School & Office Supplies,6,18.84,2023-09-18,113.04,211
TXN-05924,Toothpaste 75G,Personal Care,2,62.74,2023-09-19,125.48,99
TXN-06243,Sponge Scrub (2S),Household Supplies,1,35.58,2023-09-19,35.58,171
TXN-01262,Coffee Sachet (10S),Grocery,4,66.73,2023-09-19,266.92,392
TXN-05161,Bread Loaf,Food & Snacks,12,66.85,2023-09-19,802.2,78
TXN-05051,Phone Case,Electronics,3,190.58,2023-09-19,571.74,309
TXN-04921,Biscuit Pack,Food & Snacks,9,25.12,2023-09-20,226.08,346
TXN-01409,Folder (Long),School & Office Supplies,8,17.79,2023-09-20,142.32,346
TXN-01923,Deodorant Roll-On,Personal Care,5,85.11,2023-09-21,425.55,223
TXN-02199,Electric Fan (Desk),Electronics,3,760.3,2023-09-21,2280.9,427
